/app/Repos/pandas/asv_bench/benchmarks/gil.py,41,89,test_parallel,None,[num_threads:Any;kwargs_list:Any],/app/Repos/pandas/asv_bench/benchmarks/gil.py,68,84,inner,None,[*args:Any;**kwargs:Any]
/app/Repos/pandas/asv_bench/benchmarks/gil.py,41,89,test_parallel,None,[num_threads:Any;kwargs_list:Any],/app/Repos/pandas/asv_bench/benchmarks/gil.py,67,86,wrapper,None,[func:Any]
/app/Repos/pandas/asv_bench/benchmarks/gil.py,67,86,wrapper,None,[func:Any],/app/Repos/pandas/asv_bench/benchmarks/gil.py,68,84,inner,None,[*args:Any;**kwargs:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,20,46,setup,None,[self:Any;connection:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,69,95,setup,None,[self:Any;connection:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,20,46,setup,None,[self:Any;connection:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,103,124,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,69,95,setup,None,[self:Any;connection:Any;dtype:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,103,124,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/algorithms.py,79,97,setup,None,[self:Any;unique:Any;keep:Any;dtype:Any],/app/Repos/pandas/asv_bench/benchmarks/algorithms.py,109,119,setup,None,[self:Any;unique:Any;keep:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,68,83,setup,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;method:Any;parallel:Any;cols:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,108,123,setup,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;function:Any;parallel:Any;cols:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,103,124,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,149,170,setup,None,[self:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,20,46,setup,None,[self:Any;connection:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,149,170,setup,None,[self:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,69,95,setup,None,[self:Any;connection:Any;dtype:Any],/app/Repos/pandas/asv_bench/benchmarks/io/sql.py,149,170,setup,None,[self:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,83,90,test_method,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;method:Any;parallel:Any;cols:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,108,123,setup,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;function:Any;parallel:Any;cols:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/json.py,25,38,setup,None,[self:Any;orient:Any;index:Any],/app/Repos/pandas/asv_bench/benchmarks/io/json.py,47,60,setup,None,[self:Any;index:Any]
/app/Repos/pandas/asv_bench/benchmarks/hash_functions.py,64,69,setup,None,[self:Any;dtype:Any;N:Any],/app/Repos/pandas/asv_bench/benchmarks/hash_functions.py,81,87,setup,None,[self:Any;dtype:Any;N:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/json.py,108,166,setup,None,[self:Any;orient:Any;frame:Any],/app/Repos/pandas/asv_bench/benchmarks/io/json.py,192,207,setup,None,[self:Any;orient:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,170,177,setup,None,[self:Any;constructor:Any;window:Any;dtype:Any;method:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,272,278,setup,None,[self:Any;constructor:Any;window_size:Any;dtype:Any;method:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,241,246,setup,None,[self:Any;constructor:Any;window:Any;dtype:Any;percentile:Any;ascending:Any;method:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,272,278,setup,None,[self:Any;constructor:Any;window_size:Any;dtype:Any;method:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/hdf.py,118,135,setup,None,[self:Any;format:Any],/app/Repos/pandas/asv_bench/benchmarks/io/pickle.py,16,28,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,214,219,setup,None,[self:Any;constructor:Any;window:Any;dtype:Any;percentile:Any;interpolation:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,272,278,setup,None,[self:Any;constructor:Any;window_size:Any;dtype:Any;method:Any]
/app/Repos/pandas/asv_bench/benchmarks/categoricals.py,114,126,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/categoricals.py,295,301,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,41,46,setup,None,[self:Any;constructor:Any;window:Any;dtype:Any;function:Any;raw:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,272,278,setup,None,[self:Any;constructor:Any;window_size:Any;dtype:Any;method:Any]
/app/Repos/pandas/asv_bench/benchmarks/categoricals.py,149,154,setup,None,[self:Any;dropna:Any],/app/Repos/pandas/asv_bench/benchmarks/categoricals.py,167,172,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/algorithms.py,36,64,setup,None,[self:Any;unique:Any;sort:Any;dtype:Any],/app/Repos/pandas/asv_bench/benchmarks/algorithms.py,79,97,setup,None,[self:Any;unique:Any;keep:Any;dtype:Any]
/app/Repos/pandas/asv_bench/benchmarks/indexing_engines.py,67,98,setup,None,[self:Any;engine_and_dtype:Any;index_type:Any;unique:Any;N:Any],/app/Repos/pandas/asv_bench/benchmarks/indexing_engines.py,116,152,setup,None,[self:Any;engine_and_dtype:Any;index_type:Any;unique:Any;N:Any]
/app/Repos/pandas/asv_bench/benchmarks/algos/isin.py,31,74,setup,None,[self:Any;dtype:Any],/app/Repos/pandas/asv_bench/benchmarks/categoricals.py,167,172,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/stata.py,19,42,setup,None,[self:Any;convert_dates:Any],/app/Repos/pandas/asv_bench/benchmarks/io/pickle.py,16,28,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/plotting.py,76,89,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/indexing.py,465,470,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/csv.py,535,541,time_to_datetime_dayfirst,None,[self:Any;cache_dates:Any],/app/Repos/pandas/asv_bench/benchmarks/io/csv.py,541,548,time_to_datetime_format_DD_MM_YYYY,None,[self:Any;cache_dates:Any]
/app/Repos/pandas/asv_bench/benchmarks/reshape.py,167,189,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/reshape.py,220,229,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/json.py,108,166,setup,None,[self:Any;orient:Any;frame:Any],/app/Repos/pandas/asv_bench/benchmarks/indexing.py,465,470,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/excel.py,22,34,_generate_dataframe,None,[],/app/Repos/pandas/asv_bench/benchmarks/io/pickle.py,16,28,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/rolling.py,68,83,setup,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;method:Any;parallel:Any;cols:Any],/app/Repos/pandas/asv_bench/benchmarks/rolling.py,83,90,test_method,None,[self:Any;constructor:Any;dtype:Any;window_kwargs:Any;method:Any;parallel:Any;cols:Any]
/app/Repos/pandas/asv_bench/benchmarks/plotting.py,34,46,setup,None,[self:Any;kind:Any],/app/Repos/pandas/asv_bench/benchmarks/plotting.py,56,71,setup,None,[self:Any;kind:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/json.py,214,271,setup,None,[self:Any],/app/Repos/pandas/asv_bench/benchmarks/indexing.py,465,470,setup,None,[self:Any]
/app/Repos/pandas/asv_bench/benchmarks/io/json.py,108,166,setup,None,[self:Any;orient:Any;frame:Any],/app/Repos/pandas/asv_bench/benchmarks/io/json.py,214,271,setup,None,[self:Any]
